,project_link,title,description,card_category,amt_raised,days_left
90,https://www.indiegogo.com/projects/beyond-ii/pica,Beyond II,Beyond is a magazine that features ten young female photographers with humanistic approach,Photography,€788 EUR raised 26%,Ended
91,https://www.indiegogo.com/projects/coca-the-lost-war-coca-la-guerra-perdida/pica,COCA: The Lost War - COCA: La guerra perdida,A photo book that explores Coca as a sacred plant and Cocaine through the failed war on drugs.,Photography,"$8,145 USD raised 63%",Ended
92,https://www.indiegogo.com/projects/made-in-canada--2/pica,Made In Canada,A cross-Canadian photographic exploration of identity through artists and adventurers.,Photography,"$1,111 CAD raised 1%",Ended
93,https://www.indiegogo.com/projects/project-redland-s-bicycle-classic/pica,Project Redland's Bicycle Classic,"Only photograph what you love. - W E Smith
Your generosity will increase my business growth!",Photography,$195 CAD raised 8%,Ended
94,https://www.indiegogo.com/projects/disappearing-landscapes-a-photo-exhibition/pica,Disappearing Landscapes: A Photo Exhibition,I need help producing prints for my photo exhibition that deals with disappearing landscapes.,Photography,$270 USD raised 11%,Ended
95,https://www.indiegogo.com/projects/3-months-of-objective-independent-journalism/pica,"3 Months of Objective, Independent Journalism!","To support the next 3 months of my objective, independent journalism.",Photography,£746 GBP raised 30%,Ended
96,https://www.indiegogo.com/projects/behind-the-scars/pica,Behind The Scars,"A photo series celebrating scars of all shapes & sizes, and the incredible stories behind them!",Photography,£440 GBP raised 44%,Ended
97,https://www.indiegogo.com/projects/polaroad-instant-photos-real-memories/pica,Polaroad - Instant Photos Real Memories,Tired of the old ways of exploring a city? POLAROAD is a new experience in the landscape of tourism.,Photography,"$1,577 USD raised 16%",Ended
98,https://www.indiegogo.com/projects/bawdy--2/pica,BAWDY,Photography series that illustrates emotions and situations that are difficult to verbally express.,Photography,"$1,505 USD raised 50%",Ended
99,https://www.indiegogo.com/projects/talkie-let-your-pictures-talk/pica,Talkie: let your pictures talk,"The World's 1st talking photo, containing 20-sec voice message. Get yours before December 24!",Photography,$21 USD raised 4%,Ended
100,https://www.indiegogo.com/projects/traces-of-light-adam-gerlach-photography-book/pica,TRACES OF LIGHT: Adam Gerlach Photography Book,Long Exposure Night Photo Book of Roadways & Trees; 55 Photographs & 3 Essays.,Photography,"$13,795 USD raised 250%",Ended
101,https://www.indiegogo.com/projects/passion-for-photography--3/pica,Passion for Photography,Photography is my favorite thing in the world! I'd love to share it and grow my small business!,Photography,$335 USD raised 17%,Ended
102,https://www.indiegogo.com/projects/legacy-prehistoric-britain-photography-project/pica,Legacy - Prehistoric Britain Photography Project,A not-for-profit endeavour to photograph the mystifying stone remains of British prehistoric sites.,Photography,£4 GBP raised 1%,Ended
103,https://www.indiegogo.com/projects/photography-editorial-course-with-nick-knight/pica,Photography Editorial Course With Nick Knight,Opportunity to learn all Nick has learned in his lifetime about photography & the fashion industry,Photography,£25 GBP raised 3%,Ended
104,https://www.indiegogo.com/projects/1000-cars-of-nyc-the-book/pica,1000 Cars of NYC - The Book,U love cars & NYC! Help Lionel Koretzky raise funds for the 1st edition of his homonym IG account,Photography,"€5,989 EUR raised 24%",Ended
105,https://www.indiegogo.com/projects/the-melting-pot-series/pica,The Melting Pot Series,Raising awareness for important social issues such as immigration and diversity through photography.,Photography,$115 USD raised 1%,Ended
106,https://www.indiegogo.com/projects/the-portfolio-magazine/pica,The Portfolio Magazine,Using Photography and the magazine to showcase raw talent,Photography,"$1,255 USD raised 4%",Ended
107,https://www.indiegogo.com/projects/south-sudan-the-worlds-youngest-country-with-hope/pica,South Sudan -the worlds youngest country with hope,Marcel shows unique photos of South Sudan - from a country which is inaccessible to most of us.,Photography,$198 USD raised 4%,Ended
108,https://www.indiegogo.com/projects/family-tree-immersive-dna-photo-installation/pica,"FAMILY TREE,  immersive DNA photo installation",two years in the making. exploring my family's DNA. making dream installation happen.,Photography,"$1,380 USD raised 31%",Ended
109,https://www.indiegogo.com/projects/the-daily-portrait-berlin-book/pica,THE DAILY PORTRAIT BERLIN BOOK,A big photography book of 381 naked Berliners in their homes. The art project.,Photography,"$19,206 USD raised 28%",Ended
110,https://www.indiegogo.com/projects/art-from-adventure/pica,Art From Adventure,I'm a photographer who is about to hike 2200 miles and I want to share my journey with you.,Photography,"$1,064 USD raised 71%",Ended
111,https://www.indiegogo.com/projects/libro-bicientenario-la-libertad-pendiente/pica,Libro BICIENTENARIO: La libertad pendiente,200 años después tres viajeros recorren en bici la Ruta Libertadora de la Nueva Granada de 1819,Photography,$539 USD raised 18%,Ended
112,https://www.indiegogo.com/projects/wanderlust-cuba/pica,Wanderlust Cuba,A photographic journey into this timeworn and infinitely fascinating island and its people.,Photography,$910 USD raised 18%,Ended
113,https://www.indiegogo.com/projects/camera-equipment-for-richard-mann-fine-art/pica,Camera equipment for Richard Mann  Fine Art,Camera equipment upgrade needed to acheive optimal high quality fine art photography,Photography,$290 USD raised 5%,Ended
114,https://www.indiegogo.com/projects/photographing-the-mountains-of-the-west/pica,Photographing the mountains of the west,I am embarking on a tour of the mountains of the west to build my Landscape/nature portfolio.,Photography,$200 USD raised 27%,Ended
115,https://www.indiegogo.com/projects/aspects-of-beauty-a-photo-series/pica,ASPECTS OF BEAUTY - a photo series,"""Real photos of real women in real clothes.""",Photography,$40 USD raised 2%,Ended
116,https://www.indiegogo.com/projects/palm-beach-photo-studio/pica,Palm Beach Photo Studio,"We are a modern fully equipped rental photo studio  located in the heart of West Palm Beach, Florida",Photography,$382 USD raised 8%,Ended
117,https://www.indiegogo.com/projects/proceed-one-grunes-licht-fur-die-klimarettung/pica,PROCEED one - Grünes Licht für die Klimarettung,"Es weht ein neuer Wind PROCEED 1 - Grünes Licht für die Klimarettung! Autark, zuverlässig und leise.",Photography,€197 EUR raised 0%,Ended
118,https://www.indiegogo.com/projects/pure-eyes-sguardi-dal-myanmar/pica,Pure eyes - sguardi dal Myanmar.,"Help producing photographic exhibition and photobook ""Pure Eyes - sguardi dal Myanmar"".",Photography,€597 EUR raised 75%,Ended
119,https://www.indiegogo.com/projects/avila-beach-photo-calendar-2016/pica,Avila Beach Photo Calendar 2016,Support our website and get an awesome calendar filled with beautiful Avila Beach photos!,Photography,"$3,058 USD raised 68%",Ended
120,https://www.indiegogo.com/projects/a-mon-corps-derangeant-inconvenient-nudes--4/pica,A MON CORPS DERANGEANT    -    INCONVENIENT NUDES,"Exposition Photo - Vie sexuelle et handicap
 / Photo Exhibition - Sexuality and disability",Photography,$280 CAD raised 6%,Ended
121,https://www.indiegogo.com/projects/the-centuries-old-olive-trees-of-crete/pica,The centuries-old olive trees of Crete,"A coffee-table book featuring age-old Cretan olive groves, in all their sheer beauty and worth.",Photography,"€2,810 EUR raised 19%",Ended
122,https://www.indiegogo.com/projects/documenting-the-life/pica,Documenting the life.,Two years since my photo equipment has been stolen. Support me to continue making photographs.,Photography,"$1,978 USD raised 66%",Ended
123,https://www.indiegogo.com/projects/change-makers--2/pica,Change Makers,Change Makers is a portrait and story project spotlighting women revolutionizing change.,Photography,$175 USD raised 1%,Ended
124,https://www.indiegogo.com/projects/matt-round-photo-studio/pica,Matt Round Photo Studio,Help me to raise the capital needed to get my studio space up and running!,Photography,"£2,021 GBP raised 34%",Ended
125,https://www.indiegogo.com/projects/journey-with-justin-to-the-louvre/pica,Journey with Justin to the Louvre,#HamOntGoesToParis,Photography,"$5,945 CAD raised 66%",Ended
126,https://www.indiegogo.com/projects/nunuk-ragang-portrait-of-north-borneo-natives/pica,"Nunuk Ragang, Portrait of North Borneo Natives.",Photographs the whole 40 Indigenous Native of North Borneo Costume in a proper way.,Photography,$495 USD raised 17%,Ended
127,https://www.indiegogo.com/projects/the-gift-of-photography--2/pica,The Gift of Photography,This campaign was started so others can receive the gift that photography brings into our lives.,Photography,"$2,420 USD raised 24%",Ended
128,https://www.indiegogo.com/projects/olisipografia-photographic-exhibition/pica,Olisipografía: Photographic exhibition,The concept of Lisbon through the still life photography,Photography,"€1,810 EUR raised 52%",Ended
129,https://www.indiegogo.com/projects/you-got-red-on-you-2020/pica,You Got Red On You 2020,A calendar for horror fans by horror fans,Photography,$162 USD raised 8%,Ended
130,https://www.indiegogo.com/projects/bound--17/pica,Bound,A Photo Book: Meditations on the American West,Photography,"$2,565 USD raised 43%",Ended
131,https://www.indiegogo.com/projects/whimbrel-bird/pica,Whimbrel BIRD,Photo Management for Birders - makes tagging and finding your bird pictures painless and fun!,Photography,$695 USD raised 1%,Ended
132,https://www.indiegogo.com/projects/journey-to-the-blue-city/pica,Journey To The Blue City,Support the world's first photo book on Calisthenics. See how an art project can shape a community!,Photography,"£2,843 GBP raised 28%",Ended
133,https://www.indiegogo.com/projects/little-women-at-the-ogden-museum/pica,Little Women at The Ogden Museum,My most recent project is going up at the Ogden and I need your help with framing costs!,Photography,$690 USD raised 46%,Ended
134,https://www.indiegogo.com/projects/identity-by-giovanni-di-mola/pica,IDENTITY by Giovanni di Mola,Limited Edition Photography Book & Publishing Campaign,Photography,"$10,865 USD raised 31%",Ended
135,https://www.indiegogo.com/projects/quattro-passi-a-photo-book-of-florence/pica,Quattro Passi - A Photo Book of Florence,QUATTRO PASSI,Photography,$740 USD raised 20%,Ended
136,https://www.indiegogo.com/projects/keep-photographers-dream-alive/pica,Keep Photographers Dream Alive,Photographer Fights to Keep Dream Alive,Photography,$190 USD raised 2%,Ended
137,https://www.indiegogo.com/projects/university-of-westminster-graduate-exhibition/pica,University of Westminster Graduate Exhibition,University of Westminster BA Photography Degree Show at Truman Gallery Fundraiser,Photography,£211 GBP raised 4%,Ended
