,project_link,title,description,card_category,amt_raised,days_left
100,https://www.indiegogo.com/projects/florida-cannabis-reform-movement-needs-your-help/pica,Florida Cannabis Reform Movement Needs Your Help,CFL NORML believes marijuana is medicine. We are fighting for patients' rights to medical marijuana!,Local Businesses,"$1,629 USD raised 7%",Ended
101,https://www.indiegogo.com/projects/transforming-lives/pica,Transforming Lives,"Homeless, poor, or ex-offenders struggle to find living-wage employment. There is a way to fix this.",Local Businesses,$480 USD raised 3%,Ended
102,https://www.indiegogo.com/projects/salvar-el-kilo-de-higos/pica,SALVAR EL KILO DE HIGOS!!!,"SALVAR EL KILOdeHIGOS!!Amig@s,necesitamos ayuda para poder mantener el bar hasta que podamos volver!",Local Businesses,€133 EUR raised 22%,Ended
103,https://www.indiegogo.com/projects/israeli-palestinian-nvc-family-camp-we-can-do-it/pica,Israeli-Palestinian NVC Family Camp: We Can Do It!,Bring Palestinian & Israeli teams together in the Puget Sound to learn & plan their own family camps,Local Businesses,"$14,968 USD raised 60%",Ended
104,https://www.indiegogo.com/projects/momentum-dryer/pica,Momentum Dryer,Momentum Dryer - Dry Your Hair Quicker and Safer Than Ever Before,Local Businesses,"$1,381 USD raised 0%",Ended
105,https://www.indiegogo.com/projects/burning-nest-radio/pica,Burning Nest Radio,"Bringing Community Created Radio to Nest, the UK Regional Burning Man Festival",Local Businesses,£150 GBP raised 17%,Ended
106,https://www.indiegogo.com/projects/hollyhock-mercantile-a-local-food-market/pica,Hollyhock Mercantile: a local food market,Creating a more resilient community by connecting  residents & travelers to local food and farmers.,Local Businesses,"$6,335 USD raised 14%",Ended
107,https://www.indiegogo.com/projects/nuuk-transparent-greatness/pica,NUUK - transparent Greatness,Drive Extraordinary,Local Businesses,$183 USD raised 0%,Ended
108,https://www.indiegogo.com/projects/treeeo-your-money-tree-2-0/pica,Treeeo: Your Money Tree 2.0,World's First miCrowdfunding Platform,Local Businesses,$5 USD raised 0%,Ended
109,https://www.indiegogo.com/projects/invest-in-her-pittsburgh/pica,Invest In Her Pittsburgh,Invest In Her Pittsburgh. The only all female pitch competition in Southwestern PA,Local Businesses,"$3,100 USD raised 41%",Ended
110,https://www.indiegogo.com/projects/private-picassos-art-studio--2/pica,Private Picassos' Art Studio,"Help fund our first walk-in art studio where everyone is invited to dream, play, and create.",Local Businesses,$931 USD raised 5%,Ended
111,https://www.indiegogo.com/projects/intellorus-making-the-workplace-work-for-you/pica,Intellorus: Making the Workplace Work for You!,"Powerful TV show training, gaming & career advancement apps to help you achieve your workplace goals",Local Businesses,"$4,229 USD raised 11%",Ended
112,https://www.indiegogo.com/projects/dating-site-specifically-for-marijuana-enthusiasts/pica,Dating Site Specifically for Marijuana Enthusiasts,Donate to fund a unique dating and social connection platform,Local Businesses,$27 USD raised 0%,Ended
113,https://www.indiegogo.com/projects/elevated-nutrition-where-food-is-power/pica,ELEVATED NUTRITION: Where food is POWER.,Closed,Local Businesses,$135 USD raised 0%,Ended
114,https://www.indiegogo.com/projects/1-una-pila-para-ana-honduras-2015/pica,#1 “Una pila para Ana” - Honduras 2015,"“Una pila para Ana”, ayuda a Ana y a sus pequeños a mejorar sus condiciones de vida.",Local Businesses,€76 EUR raised 15%,Ended
115,https://www.indiegogo.com/projects/sf-campain/pica,SF campain,Salveaza un suflet sincer..,Local Businesses,"$37,165 USD raised 19%",Ended
116,https://www.indiegogo.com/projects/black-trans-lives-labor-real-talk-real-action--2/pica,"Black Trans Lives & Labor: Real Talk, Real Action",Support this landmark social justice event in Chicago!,Local Businesses,$820 USD raised 26%,Ended
117,https://www.indiegogo.com/projects/research-and-development-for-applied-success-ology/pica,Research and Development for Applied Success-ology,"Despite your past, your present or the uncertainty of your future, you can achieve! Do you dare?",Local Businesses,$113 USD raised 0%,Ended
